,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgTimeInCompany
2552,36,0,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1,14,1,10,2,4,1,7,2,3,3,2,3,5
2553,31,0,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,4,Manager,Divorced,103770,1,14,0,10,2,4,0,2,2,3,3,3,3,5
2554,34,0,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2,14,1,9,2,3,1,0,3,4,3,3,3,3
2555,29,0,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Sales Executive,Single,105020,3,12,0,11,4,2,1,2,4,1,3,2,3,2.75
2556,37,0,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20970,5,13,0,16,4,3,0,4,4,1,3,4,3,2.666666667
2557,35,0,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,20970,0,22,1,4,2,2,0,2,4,2,3,2,4,4
2558,45,0,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0,14,1,10,2,4,3,8,2,4,2,2,3,10
2559,36,0,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1,17,1,10,5,4,0,8,2,4,2,1,3,5
2560,40,0,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2,13,0,22,3,6,9,10,1,1,3,3,3,7.333333333
2561,26,0,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1,13,0,1,2,1,1,0,2,3,2,2,3,0.5
2562,27,0,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0,20,1,9,1,4,0,7,1,3,2,2,4,9
2563,48,0,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,178560,3,14,0,24,2,6,4,7,4,4,3,4,3,6
2564,44,0,Travel_Rarely,Sales,1,2,Medical,Male,4,Manager,Married,178560,2,12,1,10,1,2,2,2,2,1,3,3,3,3.333333333
2567,36,0,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2,14,0,12,3,3,1,3,3,2,1,3,3,4
2568,41,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Sales Executive,Married,66230,5,18,0,14,3,3,1,4,2,2,3,3,3,2.333333333
2569,42,0,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Married,178560,8,12,1,18,4,5,5,7,3,1,4,3,3,1.8
2570,31,0,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2,22,1,8,2,3,1,4,3,4,3,2,4,2.666666667
2571,34,0,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3,12,0,9,5,3,0,1,4,4,2,3,3,2.25
2572,31,0,Travel_Rarely,Sales,25,2,Life Sciences,Female,3,Manufacturing Director,Divorced,178560,8,21,2,4,3,2,2,2,1,3,2,4,4,0.5
2573,26,0,Travel_Frequently,Sales,16,2,Life Sciences,Male,2,Healthcare Representative,Married,83800,0,14,0,8,3,4,7,7,3,4,3,4,3,8
2574,45,0,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4,18,1,12,2,3,0,3,2,3,3,3,3,2.4
2575,33,0,Travel_Rarely,Sales,1,3,Life Sciences,Female,4,Sales Executive,Single,20970,1,13,1,10,3,4,0,9,2,3,2,3,3,5
2576,28,0,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,20970,1,11,0,7,3,4,0,7,3,4,3,3,3,3.5
2578,39,0,Non-Travel,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,178560,6,19,1,10,4,2,1,2,1,3,3,3,3,1.428571429
2579,27,0,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1,12,1,6,2,3,1,2,2,2,2,3,3,3
2580,34,0,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,2,Manufacturing Director,Married,26250,1,12,3,16,4,5,6,10,3,4,3,3,3,8
2582,47,0,Non-Travel,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,45380,8,11,0,16,3,4,1,7,3,2,4,3,3,1.777777778
2583,54,0,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,2,Sales Executive,Married,178560,4,14,0,6,5,1,0,0,4,1,2,3,3,1.2
2584,39,0,Travel_Rarely,Research & Development,1,3,Other,Female,1,Laboratory Technician,Married,105120,1,12,1,10,2,4,7,9,1,1,3,3,3,5
2585,38,0,Travel_Frequently,Research & Development,4,2,Medical,Female,1,Manager,Divorced,44440,1,13,0,20,2,6,0,7,4,2,3,3,3,10
2586,54,0,Travel_Rarely,Sales,5,3,Marketing,Male,4,Sales Representative,Married,21540,4,21,1,28,3,1,0,0,4,4,2,3,4,5.8
2588,38,0,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,1,Sales Representative,Divorced,44900,2,21,1,10,1,3,0,3,2,4,4,3,4,3.333333333
2589,49,0,Travel_Frequently,Sales,11,4,Life Sciences,Male,2,Research Scientist,Married,35060,3,11,1,28,4,3,4,3,2,4,3,2,3,7
2590,42,0,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Executive,Divorced,23720,3,12,1,14,3,1,0,0,2,4,3,3,3,3.5
2592,35,0,Travel_Rarely,Research & Development,25,1,Medical,Male,1,Sales Executive,Married,54100,0,18,0,6,4,3,0,4,2,1,1,3,3,6
2593,28,0,Non-Travel,Research & Development,21,1,Medical,Male,3,Research Scientist,Single,79780,1,16,2,5,2,3,1,4,3,3,2,3,3,2.5
2594,31,0,Non-Travel,Sales,23,1,Medical,Male,1,Sales Executive,Divorced,38670,1,11,1,4,4,3,2,3,3,1,4,4,3,2
2595,36,0,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,28380,1,19,2,5,5,3,0,2,1,2,3,1,3,2.5
2596,34,0,Travel_Rarely,Sales,2,3,Marketing,Male,4,Healthcare Representative,Single,46950,1,16,1,14,2,5,2,1,1,4,2,3,3,7
2597,34,0,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,1,Research Director,Divorced,33390,1,16,0,9,2,4,1,1,4,3,2,2,3,4.5
2598,26,0,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Single,20970,0,13,0,8,5,4,7,6,3,1,2,4,3,8
2599,29,0,Travel_Rarely,Research & Development,2,4,Other,Male,2,Laboratory Technician,Married,20970,0,22,0,6,2,3,0,2,1,1,2,4,4,6
2600,32,0,Non-Travel,Research & Development,3,1,Life Sciences,Male,3,Manager,Divorced,62090,5,17,1,9,5,3,1,2,3,4,3,4,3,1.5
2601,31,0,Travel_Frequently,Research & Development,25,4,Technical Degree,Female,2,Human Resources,Married,178560,1,14,1,10,2,4,8,7,4,1,3,3,3,5
2603,38,0,Travel_Rarely,Research & Development,9,2,Technical Degree,Male,3,Sales Representative,Single,23720,4,12,0,20,3,1,0,0,1,1,2,2,3,4
2604,35,0,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Sales Representative,Married,48830,1,18,1,10,1,4,0,9,3,4,3,1,3,5
2605,27,0,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Manager,Single,39040,1,15,0,7,2,4,0,7,4,4,3,3,3,3.5
2606,32,0,Travel_Rarely,Research & Development,8,1,Medical,Female,2,Research Scientist,Single,46270,8,17,1,8,2,1,0,0,4,4,3,2,3,0.888888889
2609,54,0,Travel_Rarely,Research & Development,14,3,Other,Male,3,Research Scientist,Married,66740,3,17,1,9,2,3,2,3,1,3,2,3,3,2.25
2610,33,0,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Divorced,168800,1,14,3,9,2,4,2,8,4,3,3,3,3,4.5
2611,43,0,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,90940,1,12,1,10,1,4,0,9,1,3,3,3,3,5
2612,38,0,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Married,84460,0,14,0,7,3,4,1,2,4,2,3,2,3,7
2613,54,0,Travel_Rarely,Sales,9,3,Marketing,Male,2,Laboratory Technician,Married,119160,4,15,1,28,3,4,1,4,3,2,3,2,3,7
2614,31,0,Travel_Rarely,Sales,6,3,Other,Male,1,Manufacturing Director,Divorced,45340,1,13,0,1,2,1,0,0,4,4,3,3,3,0.5
2615,39,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Sales Executive,Single,98520,0,12,1,21,5,6,9,10,2,1,3,2,3,10.5
2616,42,0,Non-Travel,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,61510,1,13,1,20,3,6,3,7,4,3,3,3,3,10
2617,31,0,Non-Travel,Research & Development,14,2,Life Sciences,Male,2,Healthcare Representative,Married,23020,4,14,0,13,3,5,4,8,3,3,4,3,3,2.6
2618,54,0,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Human Resources,Single,23620,6,13,1,9,2,3,1,4,3,1,3,4,3,1.285714286
2619,24,0,Travel_Rarely,Research & Development,5,4,Other,Male,1,Manufacturing Director,Single,178560,1,11,2,4,5,3,1,2,2,3,2,1,3,2
2620,24,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Scientist,Single,178560,1,11,1,5,2,3,1,4,4,4,4,3,3,2.5
2621,40,0,Travel_Frequently,Research & Development,21,3,Medical,Female,3,Research Scientist,Married,178560,1,21,0,10,1,4,9,4,4,3,4,2,4,5
2622,40,0,Travel_Rarely,Research & Development,8,1,Medical,Female,4,Research Scientist,Married,35440,3,18,3,15,3,5,5,10,2,2,3,2,3,3.75
2623,25,0,Travel_Rarely,Sales,20,4,Medical,Female,2,Laboratory Technician,Married,85000,4,12,0,6,2,2,1,2,3,2,3,3,3,1.2
2624,30,0,Travel_Rarely,Research & Development,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1,11,0,12,3,5,1,7,4,2,2,2,3,6
2625,25,0,Travel_Rarely,Research & Development,7,2,Medical,Male,4,Sales Executive,Divorced,41030,6,15,1,7,2,2,0,2,4,3,2,3,3,1
2626,47,0,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2,13,1,25,2,6,9,10,1,3,3,2,3,8.333333333
2627,33,0,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1,12,0,1,4,1,0,0,2,3,2,3,3,0.5
2628,38,0,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0,17,0,16,3,5,5,8,4,2,3,3,3,10.5
2629,31,0,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0,13,1,3,3,2,1,2,1,3,3,3,3,3
2630,38,0,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2,19,0,10,2,4,7,7,1,3,3,3,3,3.333333333
2631,42,0,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6,19,1,9,3,3,1,2,4,1,2,1,3,1.285714286
2632,41,0,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3,17,1,12,1,3,1,0,4,4,3,1,3,3
2633,47,0,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0,11,1,14,2,5,5,10,3,2,1,2,3,10.5
2634,35,0,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7,15,0,5,2,2,2,2,4,3,3,2,3,0.625
2635,24,0,Travel_Rarely,Research & Development,12,1,Life Sciences,Male,2,Sales Executive,Single,25340,0,11,0,4,1,2,1,2,4,3,4,3,3,4
2636,35,0,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1,22,2,10,4,4,0,8,2,3,3,3,4,5
2637,33,0,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,20970,0,14,0,10,2,4,8,1,2,4,3,2,3,10
2638,32,0,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1,13,0,6,4,4,4,1,3,2,3,3,3,3
2639,40,0,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8,17,1,8,3,1,0,0,1,4,2,2,3,0.888888889
2640,32,0,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0,13,0,3,3,2,2,2,2,2,3,3,3,3
2641,39,0,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7,14,1,18,1,4,1,7,1,4,3,3,3,2.25
2642,38,0,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20970,3,11,1,20,3,6,1,10,2,3,3,2,3,5
2643,32,0,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1,12,2,14,3,5,5,7,3,4,3,3,3,7
2644,37,0,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1,17,1,16,3,6,6,8,3,4,3,3,3,8
2645,25,0,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0,21,0,6,2,3,0,4,1,3,2,3,4,6
2646,52,0,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2,16,1,16,3,4,0,0,1,4,2,3,3,5.333333333
2647,44,0,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6,15,0,6,2,3,1,2,2,4,3,3,3,0.857142857
2648,24,0,Travel_Rarely,Sales,10,4,Medical,Male,3,Research Scientist,Single,66870,1,19,3,2,1,2,1,2,3,1,3,3,3,1
2649,39,0,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2,12,1,21,4,4,1,3,4,4,2,4,3,7
2651,36,0,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0,19,0,10,2,4,3,4,1,4,3,3,3,10
2652,36,0,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7,15,0,18,3,3,0,2,4,2,3,2,3,2.25
2653,54,0,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1,20,0,13,5,5,1,9,3,3,2,2,4,6.5
2655,42,0,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5,22,2,24,3,6,4,10,1,3,2,2,4,4
2657,41,0,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0,15,1,21,3,6,0,10,1,2,3,4,3,10.5
2658,34,0,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1,13,1,8,3,4,1,7,4,3,3,3,3,4
2659,36,0,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1,14,0,15,3,5,9,10,4,4,2,3,3,7.5
2660,41,0,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Healthcare Representative,Divorced,40810,2,13,0,14,3,3,0,4,3,2,3,3,3,4.666666667
2661,32,0,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1,11,0,4,3,3,1,2,4,1,3,3,3,2
2662,35,0,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1,16,1,9,3,4,1,7,3,4,3,3,3,4.5
2663,38,0,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1,22,0,10,3,4,1,9,1,4,3,2,4,5
2665,36,0,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4,14,0,8,1,4,0,0,2,4,2,2,3,1.6
2666,45,0,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8,16,1,8,2,3,0,1,4,3,3,4,3,0.888888889
2667,40,0,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2,11,1,8,5,2,2,2,3,3,3,3,3,2.666666667
2668,35,0,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1,22,0,10,2,4,0,2,3,3,4,2,4,5
2669,40,0,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2,14,1,20,2,3,0,2,3,3,3,3,3,6.666666667
2670,35,0,Travel_Rarely,Research & Development,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1,18,0,4,3,3,1,1,3,4,3,3,3,2
2671,29,0,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4,11,0,10,5,3,0,3,4,2,3,2,3,2
2672,29,0,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1,19,0,5,3,3,0,4,4,1,1,3,3,2.5
2674,39,0,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,178560,0,11,0,21,3,6,9,6,2,4,2,4,3,10.5
2675,31,0,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0,12,0,10,3,4,1,7,2,1,3,3,3,10
2676,26,0,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0,20,0,5,3,3,0,0,4,3,3,3,4,5
2677,36,0,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,20970,4,12,0,17,2,3,0,3,3,4,3,3,3,3.4
2678,39,0,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4,14,2,9,3,4,1,7,4,1,3,3,3,1.8
2679,27,0,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1,20,1,6,3,4,0,3,2,2,3,3,4,3
2680,49,0,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2,18,1,17,2,4,0,8,4,2,2,2,3,5.666666667
2681,34,0,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,20970,2,14,1,6,5,3,1,2,2,3,4,3,3,2
2683,49,0,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1,21,1,10,2,4,1,7,3,2,3,3,4,5
2685,33,0,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1,14,0,8,3,4,3,0,4,3,3,3,3,4
2686,27,0,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,8,17,1,6,3,2,2,2,1,2,3,2,3,0.6
2687,32,0,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0,16,1,8,2,4,3,6,4,4,2,2,3,8
2688,54,0,Travel_Rarely,Sales,2,2,Marketing,Female,4,Sales Representative,Married,20970,4,12,1,12,3,1,0,0,3,1,2,3,3,2.4
2689,30,0,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1,17,2,1,2,1,0,0,4,3,3,3,3,0.5
2690,38,0,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0,15,1,10,1,4,1,8,4,3,3,3,3,10
2691,36,0,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6,22,1,17,2,4,7,7,3,3,2,3,4,2.428571429
2692,35,0,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Manager,Married,32940,0,11,0,6,2,3,0,3,1,2,3,3,3,6
2693,29,0,Travel_Rarely,Sales,26,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0,11,1,10,3,4,0,8,4,3,3,2,3,10
2694,31,0,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1,15,1,5,3,3,4,3,1,3,2,3,3,2.5
2695,34,0,Travel_Rarely,Research & Development,26,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0,11,3,3,1,2,1,2,2,4,3,2,3,3
2697,29,0,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1,14,0,10,3,4,8,8,2,1,3,4,3,5
2698,32,0,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Research Director,Divorced,74460,0,19,0,7,3,4,0,5,1,2,2,3,3,7
2699,24,0,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1,16,1,1,2,1,0,0,4,4,2,4,3,0.5
2700,53,0,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2,13,0,28,3,6,3,7,1,4,3,3,3,10.33333333
2701,38,0,Travel_Rarely,Research & Development,26,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5,14,0,6,1,2,1,2,4,4,3,3,3,1
2702,24,0,Non-Travel,Research & Development,1,4,Life Sciences,Male,3,Research Scientist,Divorced,93800,0,16,0,5,2,3,1,3,1,3,2,2,3,5
2704,34,0,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0,11,1,13,2,5,2,10,1,2,3,3,3,10.5
2705,24,0,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1,12,1,1,3,1,0,0,3,4,3,3,3,0.5
2707,53,0,Travel_Rarely,Sales,2,1,Life Sciences,Male,4,Human Resources,Divorced,31620,4,15,0,26,4,5,4,8,3,2,2,3,3,5.2
2709,42,0,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0,20,0,10,5,4,4,2,3,2,2,2,4,10
2710,44,0,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3,15,2,24,1,6,5,10,1,4,3,3,3,6
2711,46,0,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3,13,2,22,3,2,2,1,2,1,2,1,3,5.5
2712,33,0,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4,14,0,7,3,1,0,0,3,4,3,3,3,1.4
2713,44,0,Travel_Rarely,Research & Development,26,3,Life Sciences,Male,4,Healthcare Representative,Married,47590,2,21,0,9,2,3,1,3,4,4,4,3,4,3
2714,30,0,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1,16,1,10,3,4,1,8,4,3,3,3,3,5
2717,43,0,Travel_Rarely,Sales,9,4,Technical Degree,Female,1,Research Director,Divorced,20970,1,19,0,6,3,3,1,4,4,3,2,2,3,3
2719,35,0,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1,13,0,2,1,2,2,2,4,4,3,3,3,1
2720,36,0,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,8,12,1,6,2,1,0,0,2,1,4,2,3,0.6
2721,33,0,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2,11,0,10,2,3,1,3,3,1,3,2,3,3.333333333
2722,35,0,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1,14,1,1,2,1,0,0,3,4,3,3,3,0.5
2723,27,0,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1,15,1,1,3,1,0,0,4,1,3,2,3,0.5
2725,27,0,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1,20,1,9,1,4,1,7,4,3,3,3,4,4.5
2726,30,0,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20970,1,14,1,12,3,5,3,7,3,4,3,1,3,6
2728,34,0,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0,13,1,10,2,4,8,7,2,3,3,2,3,10
2729,37,0,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20970,4,16,0,8,3,1,0,0,2,2,3,2,3,1.6
2730,46,0,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4,14,1,14,2,4,0,8,1,4,3,3,3,2.8
2731,35,0,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1,16,1,1,2,1,0,1,4,4,3,3,3,0.5
2734,44,0,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,20970,5,12,2,9,3,3,1,3,2,1,2,3,3,1.5
2735,35,0,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2,15,2,10,2,3,2,3,3,1,3,3,3,3.333333333
2736,26,0,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7,20,1,5,2,2,0,0,2,4,2,3,4,0.625
2737,33,0,Travel_Frequently,Sales,26,4,Life Sciences,Female,1,Human Resources,Single,31800,1,14,1,15,2,5,8,10,1,4,3,3,3,7.5
2738,35,0,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1,20,0,9,3,4,1,8,2,1,2,3,4,4.5
2739,35,0,Travel_Rarely,Research & Development,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3,13,0,4,5,2,2,2,3,1,3,2,3,1
2740,31,0,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3,12,1,10,3,4,1,7,4,4,2,3,3,2.5
2741,37,0,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1,13,0,7,2,4,0,7,1,3,4,3,3,3.5
2742,32,0,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1,11,0,9,2,4,7,8,1,4,3,3,3,4.5
2743,38,0,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1,17,3,10,2,4,9,9,4,4,3,3,3,5
2744,50,0,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5,14,3,28,2,6,9,8,2,3,2,3,3,4.833333333
2745,54,0,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7,11,0,28,5,6,7,9,1,1,2,3,3,3.5
2746,36,0,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1,14,2,17,3,6,9,8,3,3,3,3,3,8.5
2747,54,0,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2,17,1,21,2,3,0,2,4,3,3,3,3,7
2748,36,0,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20970,1,13,0,6,5,4,0,3,2,2,3,3,3,3
2749,45,0,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2,12,1,25,5,1,0,0,2,1,3,3,3,8.333333333
2750,35,0,Travel_Frequently,Research & Development,9,3,Other,Female,2,Sales Representative,Married,40840,4,13,1,5,3,2,1,2,2,1,2,3,3,1
2752,54,0,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7,19,1,20,4,3,1,3,1,3,2,2,3,2.5
2753,29,0,Travel_Rarely,Research & Development,26,4,Life Sciences,Female,1,Sales Representative,Married,48410,0,11,0,6,3,3,0,4,3,2,3,3,3,6
